0	633
1	652
2	1986
4	2175
5	1629
5	1659
8	1996
12	1318
12	2662
13	1810
14	2668
15	1271
16	1632
17	24
17	1316
18	2145
19	1939
24	598
25	1301
25	1344
26	122
28	1687
29	963
29	2645
30	738
30	2162
30	2343
31	1594
32	518
32	1850
33	911
33	1051
33	2119
36	2106
37	1190
38	429
38	863
39	1532
41	1914
42	87
42	1372
43	2400
44	2624
47	163
48	714
48	1031
48	1662
48	2041
51	457
52	1467
52	2053
52	2172
52	2182
53	1103
54	401
55	651
56	447
59	615
59	1067
59	1287
59	1358
61	2312
63	1322
64	1209
65	543
67	2628
68	391
68	1358
69	1351
70	441
70	2184
71	206
73	449
73	558
73	797
73	1035
73	1723
74	544
76	2178
77	659
78	1219
79	603
80	257
80	1117
81	347
81	2180
84	2224
85	2487
86	2295
88	76
88	130
88	162
88	815
88	851
88	1288
88	1908
88	2011
88	2017
89	1653
90	156
90	1358
91	1046
91	2001
91	2123
92	898
95	693
96	2217
99	122
99	123
99	2604
100	1602
103	139
105	1721
105	2651
106	2461
108	2209
109	519
109	1769
109	1779
109	1787
109	2092
110	567
110	1161
111	758
111	1169
111	2492
111	2643
112	487
116	1076
117	2537
120	816
121	980
121	1910
122	2454
122	2455
125	458
126	1551
126	1623
126	2045
129	441
129	701
131	2169
132	904
132	1022
133	109
133	399
133	1670
133	1777
136	831
137	2144
137	2504
138	1776
139	18
139	103
139	1623
141	2034
142	2181
144	1593
144	2192
146	2059
147	1976
149	1655
153	236
153	2045
154	326
154	1238
157	2493
158	14
158	2034
159	180
160	743
161	842
162	323
164	211
165	598
165	2707
166	2617
168	167
168	2438
169	1994
170	1067
174	2334
176	109
176	231
179	231
179	1986
180	775
185	297
186	1672
187	1208
189	1072
189	1509
190	2135
191	2385
193	458
196	442
198	1255
199	1869
201	1986
202	1250
205	1701
206	71
210	164
210	1614
210	1907
213	2192
217	2474
218	792
218	2076
218	2091
219	1542
220	817
228	848
229	1053
229	1405
230	549
230	577
230	1095
230	1217
231	176
231	232
231	551
232	869
236	153
236	1572
236	2079
239	65
239	1069
239	1376
239	1759
241	1441
242	1131
243	2474
243	2647
245	1162
246	936
246	1358
249	1978
250	2429
251	812
253	1413
254	507
254	1211
255	1343
257	964
257	1388
259	117
259	2537
261	1479
263	732
263	1103
264	1902
268	1740
270	1215
272	2012
275	1967
277	160
277	973
278	1185
279	32
279	2280
279	2344
281	101
281	1000
281	2247
283	1559
284	2224
289	109
290	687
292	2562
294	306
296	732
296	2685
297	185
297	201
301	1169
302	1158
302	1253
303	719
303	1670
305	1416
305	1927
306	103
306	153
306	236
306	302
306	426
306	452
306	476
306	1009
306	1158
306	1346
306	1651
306	1771
306	2048
306	2080
306	2084
307	991
308	306
308	350
308	1253
309	2268
310	352
310	875
310	1272
310	1947
310	1948
310	1949
310	1950
311	343
311	1132
311	1865
312	1610
312	1740
315	423
315	2232
316	920
316	1073
316	1821
316	1868
316	2004
318	109
323	2020
324	2156
327	928
327	1996
329	2598
330	1505
330	2123
332	665
332	2615
334	95
336	1944
337	1499
338	1934
340	584
340	2463
341	1546
341	2045
342	1072
343	311
344	389
344	441
346	999
346	1358
347	408
347	525
348	320
348	1643
348	2248
348	2250
349	2427
350	302
350	656
350	1782
353	202
354	1803
356	211
356	1259
357	657
357	2652
362	1966
364	154
364	263
364	732
364	1306
364	1358
366	745
367	2451
368	428
368	996
368	1545
368	2249
371	720
371	1415
372	1710
372	2377
374	1101
374	2146
375	2435
379	904
380	930
380	2569
381	2518
384	1624
388	118
389	344
389	359
389	1743
391	2365
392	720
392	1825
392	2269
394	849
395	640
399	1089
401	54
402	1932
402	1936
403	464
403	1742
406	505
407	409
408	2056
409	407
409	1624
410	1179
411	1488
412	56
413	374
414	711
415	300
415	525
415	818
415	1174
415	1908
415	2178
416	1701
420	199
421	2213
421	2216
423	347
423	527
426	306
426	1772
427	565
428	368
428	2248
428	2671
429	38
429	86
429	1807
429	1889
429	2001
434	1524
434	2133
435	733
435	1912
436	483
436	816
437	498
437	1495
437	1985
439	1642
440	1913
441	193
441	454
441	2184
442	196
442	627
443	1264
443	1531
444	2289
444	2290
444	2464
445	1434
446	1507
448	1824
448	1902
450	2538
453	2305
453	2306
454	2188
455	1664
456	142
456	667
456	1580
457	51
457	2215
458	1276
459	109
460	1986
460	2532
465	349
465	896
465	1403
466	1358
469	2412
470	652
470	857
472	559
472	1182
472	1183
472	2029
476	1800
477	2569
478	2024
480	687
480	1426
480	1710
481	1810
481	2291
482	1807
482	1810
482	2307
484	103
484	542
486	2077
486	2667
487	859
487	1798
487	2026
488	444
489	1358
490	1463
490	1879
490	1981
490	2099
492	688
492	2673
493	1759
495	1327
496	992
498	437
501	1358
502	279
503	576
503	2001
505	406
505	843
505	2083
506	1918
507	251
507	254
507	1413
510	1131
510	1171
511	1810
513	565
513	657
513	1528
517	952
521	598
523	2406
524	1358
524	2476
525	415
525	2054
525	2182
525	2183
526	1007
530	1013
530	1505
531	606
533	1742
535	2392
537	1698
540	747
541	1022
542	306
542	1245
543	65
544	456
544	2052
546	1608
547	598
548	1523
553	366
553	745
553	1127
554	118
554	306
558	73
558	1706
559	1182
561	1016
562	704
563	318
565	244
565	427
565	1038
565	1723
566	1907
566	1986
567	1262
571	696
572	1416
572	2025
573	1313
575	2283
576	574
577	870
577	1129
577	2351
577	2352
577	2354
579	1808
580	59
581	454
581	1792
585	2526
586	94
589	121
589	980
590	1441
591	1017
591	1423
595	1016
598	48
598	143
598	157
598	165
598	201
598	297
598	521
598	637
598	845
598	1301
598	1473
602	148
603	79
609	2446
610	2287
613	341
617	705
617	2034
618	288
619	239
621	1332
623	444
623	2289
627	2335
629	883
633	0
637	1641
640	894
641	2704
643	573
643	1538
644	41
644	1258
645	1267
645	1495
645	1899
647	1267
647	1360
650	1557
651	1667
651	2024
653	1231
654	1
656	306
657	867
657	2440
659	77
661	1045
661	1881
661	1883
663	2195
665	332
665	2120
666	279
666	1850
666	1973
671	441
672	2456
675	94
676	1955
678	377
682	973
684	1358
687	1586
687	1710
687	2359
691	2034
691	2130
692	2629
693	95
693	334
693	1851
695	407
695	948
695	1998
696	88
698	286
698	588
699	1701
701	739
702	779
702	822
702	993
702	1637
703	1961
703	2497
704	389
705	617
706	963
708	836
708	1358
708	2212
711	414
711	539
711	1285
716	603
716	1821
718	438
718	2059
719	303
720	371
722	1567
724	1344
725	440
725	1104
725	1652
727	2570
728	1070
728	1296
728	2388
729	669
731	2199
731	2203
732	1756
732	2685
733	383
733	759
733	794
733	1192
733	1294
733	1682
733	2035
734	736
734	2056
734	2277
735	1958
735	2061
736	1006
737	88
737	1269
737	1630
738	405
739	393
739	701
739	735
741	2093
743	1239
745	366
745	2009
746	2006
748	1145
748	1550
748	1732
749	1333
751	1204
751	2202
752	2083
753	1269
754	2450
756	1469
756	2186
756	2187
758	1762
760	1513
760	2460
763	1635
764	1612
765	640
765	1147
766	316
767	873
769	1927
770	1894
770	2117
773	1505
774	560
775	171
778	1914
779	702
783	893
783	1143
787	55
788	1952
788	2205
792	218
794	429
795	603
795	1645
796	764
796	1103
796	1317
796	1358
797	800
798	1794
800	820
800	1834
801	1470
805	275
807	661
809	1115
811	900
812	1542
815	55
815	88
815	2017
815	2018
816	1980
817	1763
819	650
821	222
823	1765
826	2528
828	2464
831	1011
831	1638
833	178
833	1641
833	2595
834	131
835	1121
835	1134
837	1422
837	2670
838	270
840	1903
840	2481
842	87
843	548
843	2339
846	273
847	2189
849	577
849	2351
851	1309
853	1358
854	857
854	1097
854	1884
855	2493
862	733
863	429
863	1590
865	2653
866	40
866	1049
867	1252
867	2522
868	2276
871	657
871	1229
871	2652
872	1340
876	73
876	2168
877	1176
877	1300
877	1413
877	1542
877	1935
878	885
879	397
880	1013
881	1155
885	756
885	1039
885	2024
887	239
887	1624
888	614
888	1475
889	820
890	1314
891	645
893	1051
895	1913
897	146
897	1410
897	1494
897	1907
899	1858
900	811
901	731
901	2186
904	132
904	379
904	1312
904	1360
905	1483
905	1620
906	2353
908	1013
915	1035
917	2639
918	1098
918	2065
919	1358
920	316
921	1914
921	2293
922	1307
922	1406
928	327
929	1358
932	662
934	2356
935	661
935	854
935	1873
938	618
938	2027
939	2173
944	2138
945	1911
947	786
949	523
950	437
951	328
954	1112
955	1914
957	752
957	1358
957	2083
958	1798
961	2555
962	1665
963	203
963	1141
963	1157
963	1443
963	1785
964	257
964	2198
965	964
965	1693
969	1483
970	364
971	107
972	2247
973	682
973	935
973	1142
976	998
976	1431
977	1281
979	1303
979	1957
979	2207
981	1159
982	1091
984	2265
985	1149
986	2697
988	868
989	2436
991	307
994	1219
994	2309
995	1912
995	2385
996	368
996	2518
997	1837
998	978
998	1284
1002	740
1002	2033
1003	363
1004	1810
1006	1302
1009	306
1010	443
1011	831
1012	1336
1012	1681
1012	1682
1013	181
1013	510
1013	1293
1013	1583
1013	1675
1013	1843
1013	1846
1014	1558
1015	1068
1015	1519
1015	1789
1016	595
1020	180
1022	1168
1022	1962
1026	2034
1027	2394
1029	2166
1031	788
1032	587
1035	1486
1035	1740
1036	2562
1037	2447
1038	2503
1039	885
1041	1243
1041	2390
1042	485
1042	1047
1042	1198
1042	1517
1042	1628
1042	2054
1043	21
1045	1773
1046	2336
1046	2387
1046	2587
1049	1894
1050	1342
1050	1569
1054	1099
1054	1577
1055	899
1056	167
1062	733
1062	962
1062	1192
1062	1810
1063	1518
1064	2351
1065	1699
1067	170
1067	936
1067	1216
1067	2307
1071	1257
1071	2671
1072	244
1072	342
1072	1725
1072	1733
1072	1797
1074	1675
1075	1701
1076	116
1079	55
1079	1914
1080	738
1080	771
1082	1534
1082	2386
1084	1213
1086	1124
1087	89
1088	1089
1090	640
1092	1106
1093	15
1093	1271
1093	1598
1096	1633
1097	857
1098	1477
1099	1577
1101	509
1101	2146
1103	1520
1104	725
1107	598
1109	2671
1111	1273
1112	954
1113	107
1114	1717
1115	203
1115	470
1115	809
1117	80
1117	434
1118	74
1118	1416
1119	1235
1120	1013
1120	2025
1120	2194
1124	669
1125	2332
1127	553
1127	1583
1128	1441
1128	2275
1129	577
1129	1518
1129	2351
1129	2353
1130	833
1130	2495
1131	490
1131	838
1131	1224
1133	1500
1134	579
1135	996
1135	1257
1139	52
1141	963
1142	973
1146	1505
1147	1598
1147	1865
1148	1317
1148	2220
1149	1894
1149	1986
1152	897
1152	2155
1152	2416
1154	357
1154	1007
1154	1742
1154	2514
1155	881
1156	771
1157	963
1158	814
1158	2382
1159	729
1160	794
1163	2132
1168	1022
1169	188
1169	301
1169	524
1169	689
1169	1040
1169	1145
1169	1720
1169	1737
1171	649
1171	681
1171	1295
1172	304
1174	162
1176	507
1176	1542
1176	1935
1177	877
1179	410
1181	474
1182	1579
1183	1354
1183	1579
1185	1992
1185	2590
1186	2574
1187	895
1190	1387
1195	270
1195	279
1195	1058
1198	1042
1200	1502
1200	2414
1201	2214
1202	2336
1203	461
1203	1410
1204	1839
1207	1102
1207	2290
1214	1716
1215	1203
1216	1067
1218	1079
1224	586
1224	1131
1224	1587
1224	2151
1224	2156
1225	2579
1226	2528
1234	22
1235	1119
1238	154
1239	2611
1240	1443
1240	1702
1243	1041
1243	1150
1243	1358
1245	2080
1248	1651
1248	2045
1249	2556
1250	202
1250	650
1250	1173
1250	2507
1253	302
1254	657
1254	1229
1256	1091
1257	688
1257	1135
1257	2249
1258	505
1263	1407
1264	248
1266	1984
1268	162
1268	2309
1269	1227
1269	1314
1272	310
1273	2034
1276	458
1276	1022
1276	1962
1279	731
1281	1746
1281	1748
1285	2182
1287	59
1287	481
1289	1622
1289	1705
1291	1660
1292	1317
1292	1358
1293	1013
1293	2418
1295	1171
1297	766
1299	1701
1299	1810
1300	507
1300	812
1300	1941
1301	1315
1303	95
1303	1026
1303	2163
1304	505
1305	466
1306	364
1308	1254
1309	415
1309	1741
1309	1882
1309	2178
1310	2692
1311	1313
1313	1311
1313	2407
1314	514
1314	890
